Abilify		Alcohols
Carbamazepine		Phenytoin
Gabitril		tiagabine
Gabitril		Enzymes
Gabitril		Carbamazepine
Gabitril		Pharmaceutical Preparations
tiagabine		Gabitril
tiagabine		Enzymes
tiagabine		Carbamazepine
tiagabine		Pharmaceutical Preparations
Enzymes		Gabitril
Enzymes		tiagabine
Enzymes		Carbamazepine
Enzymes		Pharmaceutical Preparations
Carbamazepine		Gabitril
Carbamazepine		tiagabine
Carbamazepine		Enzymes
Carbamazepine		Pharmaceutical Preparations
Pharmaceutical Preparations		Gabitril
Pharmaceutical Preparations		tiagabine
Pharmaceutical Preparations		Enzymes
Pharmaceutical Preparations		Carbamazepine
Rifampin		Viracept
Rifampin		Nelfinavir
Viracept		Rifampin
Viracept		Nelfinavir
Nelfinavir		Rifampin
Nelfinavir		Viracept
Diflunisal		Furosemide
Furosemide		Diflunisal
Acetazolamide		Folic Acid Antagonists
Folic Acid Antagonists		Acetazolamide
ertapenem		Probenecid
Probenecid		ertapenem
Fluconazole		Celebrex
Celebrex		Fluconazole
Cholinesterase Inhibitors		Phospholine Iodide
Cholinesterase Inhibitors		Succinylcholine
Phospholine Iodide		Cholinesterase Inhibitors
Phospholine Iodide		Succinylcholine
Succinylcholine		Cholinesterase Inhibitors
Succinylcholine		Phospholine Iodide
General anesthetic drugs		Hydrocarbons, Halogenated
General anesthetic drugs		cyclopropane
General anesthetic drugs		Halothane
General anesthetic drugs		Epinephrine
Hydrocarbons, Halogenated		General anesthetic drugs
Hydrocarbons, Halogenated		cyclopropane
Hydrocarbons, Halogenated		Halothane
Hydrocarbons, Halogenated		Epinephrine
cyclopropane		General anesthetic drugs
cyclopropane		Hydrocarbons, Halogenated
cyclopropane		Halothane
cyclopropane		Epinephrine
Halothane		General anesthetic drugs
Halothane		Hydrocarbons, Halogenated
Halothane		cyclopropane
Halothane		Epinephrine
Epinephrine		General anesthetic drugs
Epinephrine		Hydrocarbons, Halogenated
Epinephrine		cyclopropane
Epinephrine		Halothane
Enzymes		Ketoconazole
Enzymes		Vitamin D
Ketoconazole		Enzymes
Ketoconazole		Vitamin D
Vitamin D		Enzymes
Vitamin D		Ketoconazole
Methylprednisolone		aprepitant
aprepitant		Methylprednisolone
Amphetamines		Ethosuximide
Ethosuximide		Amphetamines
Miconazole		Ketoconazole
Miconazole		Oral hypoglycemic
Miconazole		Imidazole
Ketoconazole		Miconazole
Ketoconazole		Oral hypoglycemic
Ketoconazole		Imidazole
Oral hypoglycemic		Miconazole
Oral hypoglycemic		Ketoconazole
Oral hypoglycemic		Imidazole
Imidazole		Miconazole
Imidazole		Ketoconazole
Imidazole		Oral hypoglycemic
Naproxen		Probenecid
Probenecid		Naproxen
Flecainide		Cimetidine
Cimetidine		Flecainide
Clonidine		Tricyclic Antidepressive Agents
Tricyclic Antidepressive Agents		Clonidine
Ethinyl Estradiol		Norethindrone
Ethinyl Estradiol		Ortho-Novum 1/35
Ethinyl Estradiol		valdecoxib
Norethindrone		Ethinyl Estradiol
Norethindrone		Ortho-Novum 1/35
Norethindrone		valdecoxib
Ortho-Novum 1/35		Ethinyl Estradiol
Ortho-Novum 1/35		Norethindrone
Ortho-Novum 1/35		valdecoxib
valdecoxib		Ethinyl Estradiol
valdecoxib		Norethindrone
valdecoxib		Ortho-Novum 1/35
Phenobarbital		felbamate
felbamate		Phenobarbital
Estrogens		Progesterone
Estrogens		Accutane
Progesterone		Estrogens
Progesterone		Accutane
Accutane		Estrogens
Accutane		Progesterone
Tranquilizing Agents		Antihistamines
Tranquilizing Agents		Barbiturates
Tranquilizing Agents		Central Nervous System Depressants
Tranquilizing Agents		Butorphanol
Tranquilizing Agents		Alcohols
Antihistamines		Tranquilizing Agents
Antihistamines		Barbiturates
Antihistamines		Central Nervous System Depressants
Antihistamines		Butorphanol
Antihistamines		Alcohols
Barbiturates		Tranquilizing Agents
Barbiturates		Antihistamines
Barbiturates		Central Nervous System Depressants
Barbiturates		Butorphanol
Barbiturates		Alcohols
Central Nervous System Depressants		Tranquilizing Agents
Central Nervous System Depressants		Antihistamines
Central Nervous System Depressants		Barbiturates
Central Nervous System Depressants		Butorphanol
Central Nervous System Depressants		Alcohols
Butorphanol		Tranquilizing Agents
Butorphanol		Antihistamines
Butorphanol		Barbiturates
Butorphanol		Central Nervous System Depressants
Butorphanol		Alcohols
Alcohols		Tranquilizing Agents
Alcohols		Antihistamines
Alcohols		Barbiturates
Alcohols		Central Nervous System Depressants
Alcohols		Butorphanol
Allopurinol		Azathioprine
Azathioprine		Allopurinol
Erythromycin		Terfenadine
Erythromycin		dirithromycin
Terfenadine		Erythromycin
Terfenadine		dirithromycin
dirithromycin		Erythromycin
dirithromycin		Terfenadine
Captopril		Antihypertensive Agents
Captopril		Chymosin
Antihypertensive Agents		Captopril
Antihypertensive Agents		Chymosin
Chymosin		Captopril
Chymosin		Antihypertensive Agents
Benzodiazepines		Level
Benzodiazepines		Romazicon
Level		Benzodiazepines
Level		Romazicon
Romazicon		Benzodiazepines
Romazicon		Level
Flurbiprofen		Adrenergic beta-Antagonists
Adrenergic beta-Antagonists		Flurbiprofen
Reserpine		Catecholamines
Reserpine		Adrenergic beta-Antagonists
Reserpine		Pharmaceutical Preparations
Catecholamines		Reserpine
Catecholamines		Adrenergic beta-Antagonists
Catecholamines		Pharmaceutical Preparations
Adrenergic beta-Antagonists		Reserpine
Adrenergic beta-Antagonists		Catecholamines
Adrenergic beta-Antagonists		Pharmaceutical Preparations
Pharmaceutical Preparations		Reserpine
Pharmaceutical Preparations		Catecholamines
Pharmaceutical Preparations		Adrenergic beta-Antagonists
Ellence		Cimetidine
Cimetidine		Ellence
Sular		Atenolol
Atenolol		Sular
Rifampin		Digoxin
Digoxin		Rifampin
aripiprazole		Ketoconazole
Ketoconazole		aripiprazole
Inspra		Enalapril
Inspra		Angiotensin-Converting Enzyme Inhibitors
Enalapril		Inspra
Enalapril		Angiotensin-Converting Enzyme Inhibitors
Angiotensin-Converting Enzyme Inhibitors		Inspra
Angiotensin-Converting Enzyme Inhibitors		Enalapril
Diuretics		Prinivil
Prinivil		Diuretics
Tricyclic Antidepressive Agents		Pharmaceutical Preparations
Tricyclic Antidepressive Agents		Cimetidine
Pharmaceutical Preparations		Tricyclic Antidepressive Agents
Pharmaceutical Preparations		Cimetidine
Cimetidine		Tricyclic Antidepressive Agents
Cimetidine		Pharmaceutical Preparations
Chloroquine		Level
Chloroquine		Cimetidine
Level		Chloroquine
Level		Cimetidine
Cimetidine		Chloroquine
Cimetidine		Level
aminosalicylic acid		Vitamin B 12
Vitamin B 12		aminosalicylic acid
Antizol		Ketoconazole
Antizol		Phenytoin
Antizol		Carbamazepine
Antizol		Cimetidine
Antizol		Pharmaceutical Preparations
Ketoconazole		Antizol
Ketoconazole		Phenytoin
Ketoconazole		Carbamazepine
Ketoconazole		Cimetidine
Ketoconazole		Pharmaceutical Preparations
Phenytoin		Antizol
Phenytoin		Ketoconazole
Phenytoin		Carbamazepine
Phenytoin		Cimetidine
Phenytoin		Pharmaceutical Preparations
Carbamazepine		Antizol
Carbamazepine		Ketoconazole
Carbamazepine		Phenytoin
Carbamazepine		Cimetidine
Carbamazepine		Pharmaceutical Preparations
Cimetidine		Antizol
Cimetidine		Ketoconazole
Cimetidine		Phenytoin
Cimetidine		Carbamazepine
Cimetidine		Pharmaceutical Preparations
Pharmaceutical Preparations		Antizol
Pharmaceutical Preparations		Ketoconazole
Pharmaceutical Preparations		Phenytoin
Pharmaceutical Preparations		Carbamazepine
Pharmaceutical Preparations		Cimetidine
Foscavir		Pentamidine
Pentamidine		Foscavir
Coreg		Digoxin
Digoxin		Coreg
Salicylates		Furosemide
Furosemide		Salicylates
Selective serotonin re-uptake inhibitor		naratriptan
naratriptan		Selective serotonin re-uptake inhibitor
Videx		ALUMINUM CONTAINING ANTACIDS
Videx		ferrous sulfate
Videx		Multivitamin preparation
Videx		Didanosine
Videx		Buffers
Videx		Zinc
Videx		Factive
Videx		Iron
ALUMINUM CONTAINING ANTACIDS		Videx
ALUMINUM CONTAINING ANTACIDS		ferrous sulfate
ALUMINUM CONTAINING ANTACIDS		Multivitamin preparation
ALUMINUM CONTAINING ANTACIDS		Didanosine
ALUMINUM CONTAINING ANTACIDS		Buffers
ALUMINUM CONTAINING ANTACIDS		Zinc
ALUMINUM CONTAINING ANTACIDS		Factive
ALUMINUM CONTAINING ANTACIDS		Iron
ferrous sulfate		Videx
ferrous sulfate		ALUMINUM CONTAINING ANTACIDS
ferrous sulfate		Multivitamin preparation
ferrous sulfate		Didanosine
ferrous sulfate		Buffers
ferrous sulfate		Zinc
ferrous sulfate		Factive
ferrous sulfate		Iron
Multivitamin preparation		Videx
Multivitamin preparation		ALUMINUM CONTAINING ANTACIDS
Multivitamin preparation		ferrous sulfate
Multivitamin preparation		Didanosine
Multivitamin preparation		Buffers
Multivitamin preparation		Zinc
Multivitamin preparation		Factive
Multivitamin preparation		Iron
Didanosine		Videx
Didanosine		ALUMINUM CONTAINING ANTACIDS
Didanosine		ferrous sulfate
Didanosine		Multivitamin preparation
Didanosine		Buffers
Didanosine		Zinc
Didanosine		Factive
Didanosine		Iron
Buffers		Videx
Buffers		ALUMINUM CONTAINING ANTACIDS
Buffers		ferrous sulfate
Buffers		Multivitamin preparation
Buffers		Didanosine
Buffers		Zinc
Buffers		Factive
Buffers		Iron
Zinc		Videx
Zinc		ALUMINUM CONTAINING ANTACIDS
Zinc		ferrous sulfate
Zinc		Multivitamin preparation
Zinc		Didanosine
Zinc		Buffers
Zinc		Factive
Zinc		Iron
Factive		Videx
Factive		ALUMINUM CONTAINING ANTACIDS
Factive		ferrous sulfate
Factive		Multivitamin preparation
Factive		Didanosine
Factive		Buffers
Factive		Zinc
Factive		Iron
Iron		Videx
Iron		ALUMINUM CONTAINING ANTACIDS
Iron		ferrous sulfate
Iron		Multivitamin preparation
Iron		Didanosine
Iron		Buffers
Iron		Zinc
Iron		Factive
Nordazepam		Fluvoxamine
Nordazepam		Diazepam
Fluvoxamine		Nordazepam
Fluvoxamine		Diazepam
Diazepam		Nordazepam
Diazepam		Fluvoxamine
Tramadol		Ultram
Tramadol		Chlorprothixene
Ultram		Tramadol
Ultram		Chlorprothixene
Chlorprothixene		Tramadol
Chlorprothixene		Ultram
Warfarin		Buspirone
Buspirone		Warfarin
Sirolimus		Fentanyl
Sirolimus		Cyclosporine
Sirolimus		Ergotamine
Sirolimus		Dihydroergotamine
Sirolimus		Alfentanil
Sirolimus		Tacrolimus
Sirolimus		Ergot Alkaloids
Sirolimus		Cisapride
Sirolimus		Astemizole
Sirolimus		Terfenadine
Sirolimus		Quinidine
Sirolimus		Sprycel
Sirolimus		Pimozide
Fentanyl		Sirolimus
Fentanyl		Cyclosporine
Fentanyl		Ergotamine
Fentanyl		Dihydroergotamine
Fentanyl		Alfentanil
Fentanyl		Tacrolimus
Fentanyl		Ergot Alkaloids
Fentanyl		Cisapride
Fentanyl		Astemizole
Fentanyl		Terfenadine
Fentanyl		Quinidine
Fentanyl		Sprycel
Fentanyl		Pimozide
Cyclosporine		Sirolimus
Cyclosporine		Fentanyl
Cyclosporine		Ergotamine
Cyclosporine		Dihydroergotamine
Cyclosporine		Alfentanil
Cyclosporine		Tacrolimus
Cyclosporine		Ergot Alkaloids
Cyclosporine		Cisapride
Cyclosporine		Astemizole
Cyclosporine		Terfenadine
Cyclosporine		Quinidine
Cyclosporine		Sprycel
Cyclosporine		Pimozide
Ergotamine		Sirolimus
Ergotamine		Fentanyl
Ergotamine		Cyclosporine
Ergotamine		Dihydroergotamine
Ergotamine		Alfentanil
Ergotamine		Tacrolimus
Ergotamine		Ergot Alkaloids
Ergotamine		Cisapride
Ergotamine		Astemizole
Ergotamine		Terfenadine
Ergotamine		Quinidine
Ergotamine		Sprycel
Ergotamine		Pimozide
Dihydroergotamine		Sirolimus
Dihydroergotamine		Fentanyl
Dihydroergotamine		Cyclosporine
Dihydroergotamine		Ergotamine
Dihydroergotamine		Alfentanil
Dihydroergotamine		Tacrolimus
Dihydroergotamine		Ergot Alkaloids
Dihydroergotamine		Cisapride
Dihydroergotamine		Astemizole
Dihydroergotamine		Terfenadine
Dihydroergotamine		Quinidine
Dihydroergotamine		Sprycel
Dihydroergotamine		Pimozide
Alfentanil		Sirolimus
Alfentanil		Fentanyl
Alfentanil		Cyclosporine
Alfentanil		Ergotamine
Alfentanil		Dihydroergotamine
Alfentanil		Tacrolimus
Alfentanil		Ergot Alkaloids
Alfentanil		Cisapride
Alfentanil		Astemizole
Alfentanil		Terfenadine
Alfentanil		Quinidine
Alfentanil		Sprycel
Alfentanil		Pimozide
Tacrolimus		Sirolimus
Tacrolimus		Fentanyl
Tacrolimus		Cyclosporine
Tacrolimus		Ergotamine
Tacrolimus		Dihydroergotamine
Tacrolimus		Alfentanil
Tacrolimus		Ergot Alkaloids
Tacrolimus		Cisapride
Tacrolimus		Astemizole
Tacrolimus		Terfenadine
Tacrolimus		Quinidine
Tacrolimus		Sprycel
Tacrolimus		Pimozide
Ergot Alkaloids		Sirolimus
Ergot Alkaloids		Fentanyl
Ergot Alkaloids		Cyclosporine
Ergot Alkaloids		Ergotamine
Ergot Alkaloids		Dihydroergotamine
Ergot Alkaloids		Alfentanil
Ergot Alkaloids		Tacrolimus
Ergot Alkaloids		Cisapride
Ergot Alkaloids		Astemizole
Ergot Alkaloids		Terfenadine
Ergot Alkaloids		Quinidine
Ergot Alkaloids		Sprycel
Ergot Alkaloids		Pimozide
Cisapride		Sirolimus
Cisapride		Fentanyl
Cisapride		Cyclosporine
Cisapride		Ergotamine
Cisapride		Dihydroergotamine
Cisapride		Alfentanil
Cisapride		Tacrolimus
Cisapride		Ergot Alkaloids
Cisapride		Astemizole
Cisapride		Terfenadine
Cisapride		Quinidine
Cisapride		Sprycel
Cisapride		Pimozide
Astemizole		Sirolimus
Astemizole		Fentanyl
Astemizole		Cyclosporine
Astemizole		Ergotamine
Astemizole		Dihydroergotamine
Astemizole		Alfentanil
Astemizole		Tacrolimus
Astemizole		Ergot Alkaloids
Astemizole		Cisapride
Astemizole		Terfenadine
Astemizole		Quinidine
Astemizole		Sprycel
Astemizole		Pimozide
Terfenadine		Sirolimus
Terfenadine		Fentanyl
Terfenadine		Cyclosporine
Terfenadine		Ergotamine
Terfenadine		Dihydroergotamine
Terfenadine		Alfentanil
Terfenadine		Tacrolimus
Terfenadine		Ergot Alkaloids
Terfenadine		Cisapride
Terfenadine		Astemizole
Terfenadine		Quinidine
Terfenadine		Sprycel
Terfenadine		Pimozide
Quinidine		Sirolimus
Quinidine		Fentanyl
Quinidine		Cyclosporine
Quinidine		Ergotamine
Quinidine		Dihydroergotamine
Quinidine		Alfentanil
Quinidine		Tacrolimus
Quinidine		Ergot Alkaloids
Quinidine		Cisapride
Quinidine		Astemizole
Quinidine		Terfenadine
Quinidine		Sprycel
Quinidine		Pimozide
Sprycel		Sirolimus
Sprycel		Fentanyl
Sprycel		Cyclosporine
Sprycel		Ergotamine
Sprycel		Dihydroergotamine
Sprycel		Alfentanil
Sprycel		Tacrolimus
Sprycel		Ergot Alkaloids
Sprycel		Cisapride
Sprycel		Astemizole
Sprycel		Terfenadine
Sprycel		Quinidine
Sprycel		Pimozide
Pimozide		Sirolimus
Pimozide		Fentanyl
Pimozide		Cyclosporine
Pimozide		Ergotamine
Pimozide		Dihydroergotamine
Pimozide		Alfentanil
Pimozide		Tacrolimus
Pimozide		Ergot Alkaloids
Pimozide		Cisapride
Pimozide		Astemizole
Pimozide		Terfenadine
Pimozide		Quinidine
Pimozide		Sprycel
Hydroxymethylglutaryl-CoA Reductase Inhibitors		atorvastatin
Hydroxymethylglutaryl-CoA Reductase Inhibitors		bosentan
Hydroxymethylglutaryl-CoA Reductase Inhibitors		Lovastatin
atorvastatin		Hydroxymethylglutaryl-CoA Reductase Inhibitors
atorvastatin		bosentan
atorvastatin		Lovastatin
bosentan		Hydroxymethylglutaryl-CoA Reductase Inhibitors
bosentan		atorvastatin
bosentan		Lovastatin
Lovastatin		Hydroxymethylglutaryl-CoA Reductase Inhibitors
Lovastatin		atorvastatin
Lovastatin		bosentan
Lodine		Aspirin
Lodine		Etodolac
Aspirin		Lodine
Aspirin		Etodolac
Etodolac		Lodine
Etodolac		Aspirin
Glyburide		Ciprofloxacin
Ciprofloxacin		Glyburide
Thioridazine		ReVia
ReVia		Thioridazine
Interferon-alpha		Proleukin
Proleukin		Interferon-alpha
Cyclosporine		Anti-Inflammatory Agents, Non-Steroidal
Anti-Inflammatory Agents, Non-Steroidal		Cyclosporine
Dihydroergotamine		Selective serotonin re-uptake inhibitor
Dihydroergotamine		Sumatriptan Succinate
Dihydroergotamine		Imitrex
Selective serotonin re-uptake inhibitor		Dihydroergotamine
Selective serotonin re-uptake inhibitor		Sumatriptan Succinate
Selective serotonin re-uptake inhibitor		Imitrex
Sumatriptan Succinate		Dihydroergotamine
Sumatriptan Succinate		Selective serotonin re-uptake inhibitor
Sumatriptan Succinate		Imitrex
Imitrex		Dihydroergotamine
Imitrex		Selective serotonin re-uptake inhibitor
Imitrex		Sumatriptan Succinate
Ciprofloxacin		Methotrexate
Methotrexate		Ciprofloxacin
Isradipine		Cimetidine
Cimetidine		Isradipine
anakinra		Orencia
Orencia		anakinra
Atromid		Tolbutamide
Tolbutamide		Atromid
Sotalol		Cisapride
Sotalol		Quinidine
Sotalol		Anti-Arrhythmia Agents
Sotalol		Pharmaceutical Preparations
Sotalol		Procainamide
Cisapride		Sotalol
Cisapride		Quinidine
Cisapride		Anti-Arrhythmia Agents
Cisapride		Pharmaceutical Preparations
Cisapride		Procainamide
Quinidine		Sotalol
Quinidine		Cisapride
Quinidine		Anti-Arrhythmia Agents
Quinidine		Pharmaceutical Preparations
Quinidine		Procainamide
Anti-Arrhythmia Agents		Sotalol
Anti-Arrhythmia Agents		Cisapride
Anti-Arrhythmia Agents		Quinidine
Anti-Arrhythmia Agents		Pharmaceutical Preparations
Anti-Arrhythmia Agents		Procainamide
Pharmaceutical Preparations		Sotalol
Pharmaceutical Preparations		Cisapride
Pharmaceutical Preparations		Quinidine
Pharmaceutical Preparations		Anti-Arrhythmia Agents
Pharmaceutical Preparations		Procainamide
Procainamide		Sotalol
Procainamide		Cisapride
Procainamide		Quinidine
Procainamide		Anti-Arrhythmia Agents
Procainamide		Pharmaceutical Preparations
Pharmacologic Substance		Diuretics
Pharmacologic Substance		Epinephrine
Pharmacologic Substance		Pharmaceutical Preparations
Pharmacologic Substance		Pressors
Diuretics		Pharmacologic Substance
Diuretics		Epinephrine
Diuretics		Pharmaceutical Preparations
Diuretics		Pressors
Epinephrine		Pharmacologic Substance
Epinephrine		Diuretics
Epinephrine		Pharmaceutical Preparations
Epinephrine		Pressors
Pharmaceutical Preparations		Pharmacologic Substance
Pharmaceutical Preparations		Diuretics
Pharmaceutical Preparations		Epinephrine
Pharmaceutical Preparations		Pressors
Pressors		Pharmacologic Substance
Pressors		Diuretics
Pressors		Epinephrine
Pressors		Pharmaceutical Preparations
Antacids		Lactulose
Lactulose		Antacids
aliskiren		irbesartan
irbesartan		aliskiren
Progestins		Soriatane
Soriatane		Progestins
Contraceptives, Oral		Tetracycline
Tetracycline		Contraceptives, Oral
Antihistamines		Monoamine Oxidase Inhibitors
Monoamine Oxidase Inhibitors		Antihistamines
Ciprofloxacin		Probenecid
Ciprofloxacin		Level
Probenecid		Ciprofloxacin
Probenecid		Level
Level		Ciprofloxacin
Level		Probenecid
Amprenavir		Nelfinavir
Nelfinavir		Amprenavir
Diuretics		Angiotensin-Converting Enzyme Inhibitors
Angiotensin-Converting Enzyme Inhibitors		Diuretics
Lithium.plasma		Diclofenac
Lithium.plasma		Lithium
Diclofenac		Lithium.plasma
Diclofenac		Lithium
Lithium		Lithium.plasma
Lithium		Diclofenac
magnesium trisilicate		Nitrofurantoin
magnesium trisilicate		Antacids
Nitrofurantoin		magnesium trisilicate
Nitrofurantoin		Antacids
Antacids		magnesium trisilicate
Antacids		Nitrofurantoin
dofetilide		Metformin
dofetilide		Amiloride
dofetilide		Triamterene
dofetilide		Pharmaceutical Preparations
Metformin		dofetilide
Metformin		Amiloride
Metformin		Triamterene
Metformin		Pharmaceutical Preparations
Amiloride		dofetilide
Amiloride		Metformin
Amiloride		Triamterene
Amiloride		Pharmaceutical Preparations
Triamterene		dofetilide
Triamterene		Metformin
Triamterene		Amiloride
Triamterene		Pharmaceutical Preparations
Pharmaceutical Preparations		dofetilide
Pharmaceutical Preparations		Metformin
Pharmaceutical Preparations		Amiloride
Pharmaceutical Preparations		Triamterene
Diflunisal		Indocin
Indocin		Diflunisal
Progestins		Aminoglutethimide
Aminoglutethimide		Progestins
Chlorpromazine		profenamine
profenamine		Chlorpromazine
Disulfiram		Stop brand of fluoride
Disulfiram		Anticoagulants, Oral
Stop brand of fluoride		Disulfiram
Stop brand of fluoride		Anticoagulants, Oral
Anticoagulants, Oral		Disulfiram
Anticoagulants, Oral		Stop brand of fluoride
Cephalosporin Antibacterial [EPC]		Edecrin
Cephalosporin Antibacterial [EPC]		Aminoglycosides
Cephalosporin Antibacterial [EPC]		Pharmaceutical Preparations
Edecrin		Cephalosporin Antibacterial [EPC]
Edecrin		Aminoglycosides
Edecrin		Pharmaceutical Preparations
Aminoglycosides		Cephalosporin Antibacterial [EPC]
Aminoglycosides		Edecrin
Aminoglycosides		Pharmaceutical Preparations
Pharmaceutical Preparations		Cephalosporin Antibacterial [EPC]
